,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Age,Cluster
130,Graduation,Partner,62998.0,0.0,1.0,2013-09-30,10.0,120.0,58.0,73.0,65.0,89.0,58.0,5.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2
131,Master,Single,61331.0,1.0,1.0,2013-03-10,42.0,534.0,5.0,47.0,0.0,5.0,41.0,5.0,11.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,2
132,Graduation,Partner,73448.0,0.0,0.0,2014-02-10,10.0,236.0,106.0,189.0,23.0,41.0,130.0,1.0,7.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1
133,Graduation,Partner,52247.25135379061,0.0,1.0,2013-08-11,96.0,231.0,65.0,196.0,38.0,71.0,124.0,1.0,6.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1
134,PhD,Partner,41551.0,1.0,1.0,2013-08-14,51.0,220.0,0.0,33.0,3.0,0.0,23.0,5.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,2
135,PhD,Partner,62981.0,0.0,0.0,2013-03-17,21.0,796.0,14.0,590.0,38.0,44.0,0.0,1.0,4.0,5.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,57.0,1
136,UnderGraduate,Single,9548.0,1.0,0.0,2012-08-08,31.0,0.0,1.0,3.0,10.0,6.0,9.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0
137,PhD,Partner,33762.0,2.0,1.0,2013-07-07,61.0,53.0,1.0,34.0,2.0,0.0,16.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0
138,PhD,Single,35860.0,1.0,1.0,2014-05-19,37.0,15.0,0.0,8.0,4.0,2.0,20.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,0
139,PhD,Single,36921.0,1.0,1.0,2013-07-28,74.0,17.0,1.0,12.0,3.0,1.0,4.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0
140,Master,Single,92859.0,0.0,0.0,2012-10-19,46.0,962.0,61.0,921.0,52.0,61.0,20.0,1.0,5.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1
141,Master,Partner,65104.0,0.0,1.0,2013-11-14,4.0,738.0,0.0,232.0,13.0,20.0,50.0,2.0,3.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,2
142,Graduation,Partner,86111.0,0.0,0.0,2013-04-19,73.0,399.0,28.0,756.0,36.0,40.0,126.0,1.0,5.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,1
143,PhD,Single,68352.0,0.0,1.0,2013-08-28,47.0,614.0,16.0,132.0,43.0,33.0,33.0,3.0,8.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2
144,Graduation,Partner,41883.0,1.0,0.0,2013-03-19,13.0,32.0,34.0,41.0,73.0,16.0,116.0,3.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2
145,Graduation,Partner,59809.0,0.0,2.0,2012-10-18,36.0,598.0,16.0,141.0,32.0,41.0,49.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2
146,Graduation,Partner,23957.0,1.0,0.0,2012-10-28,47.0,2.0,1.0,18.0,20.0,11.0,16.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,0
147,Graduation,Partner,38547.0,1.0,0.0,2013-08-28,49.0,6.0,1.0,10.0,0.0,1.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0
148,UnderGraduate,Partner,35688.0,2.0,1.0,2012-08-22,94.0,73.0,3.0,90.0,12.0,1.0,32.0,7.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,2
149,Master,Partner,49605.0,0.0,0.0,2014-06-21,65.0,42.0,16.0,29.0,12.0,20.0,8.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0
150,Master,Partner,59354.0,0.0,2.0,2014-04-24,59.0,295.0,21.0,78.0,39.0,13.0,13.0,1.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0
151,Graduation,Partner,65747.0,0.0,1.0,2014-03-07,96.0,346.0,17.0,48.0,23.0,13.0,13.0,4.0,8.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,55.0,2
152,UnderGraduate,Partner,46344.0,0.0,1.0,2012-12-14,28.0,233.0,20.0,57.0,8.0,20.0,91.0,4.0,7.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,2
153,Graduation,Single,34176.0,1.0,0.0,2014-05-12,12.0,5.0,7.0,24.0,19.0,14.0,20.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0
154,PhD,Partner,61010.0,0.0,1.0,2012-10-09,57.0,888.0,0.0,57.0,0.0,0.0,76.0,2.0,8.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2
155,Graduation,Partner,69372.0,0.0,0.0,2013-02-19,10.0,997.0,26.0,269.0,34.0,13.0,42.0,1.0,10.0,4.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,75.0,2
156,Graduation,Single,49967.0,0.0,1.0,2013-07-08,4.0,212.0,6.0,69.0,4.0,12.0,3.0,3.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0
157,Graduation,Single,60199.0,1.0,2.0,2013-09-12,49.0,8.0,1.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0
158,Graduation,Partner,55375.0,0.0,1.0,2013-10-17,3.0,42.0,11.0,57.0,10.0,28.0,14.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0
159,Graduation,Single,80317.0,0.0,0.0,2013-08-20,64.0,536.0,11.0,387.0,149.0,91.0,57.0,1.0,3.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,1
160,Master,Single,30523.0,2.0,1.0,2013-07-01,0.0,5.0,0.0,3.0,0.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0
161,PhD,Partner,70356.0,0.0,0.0,2012-11-05,20.0,1349.0,16.0,249.0,43.0,16.0,33.0,2.0,10.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,2
162,Graduation,Partner,23228.0,1.0,0.0,2014-01-05,91.0,53.0,3.0,49.0,7.0,4.0,5.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0
163,PhD,Single,74165.0,0.0,0.0,2013-05-01,9.0,1001.0,12.0,240.0,16.0,12.0,12.0,1.0,5.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,2
164,Graduation,Partner,43482.0,2.0,1.0,2013-11-13,83.0,18.0,1.0,32.0,6.0,3.0,28.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,2
165,Graduation,Single,62551.0,0.0,0.0,2013-11-18,27.0,125.0,16.0,98.0,134.0,21.0,27.0,1.0,6.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,71.0,0
166,Graduation,Single,52332.0,0.0,0.0,2013-08-28,63.0,212.0,5.0,33.0,7.0,0.0,2.0,1.0,3.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,65.0,2
167,Graduation,Single,66951.0,0.0,0.0,2013-11-02,46.0,277.0,162.0,305.0,173.0,76.0,124.0,1.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0
168,Graduation,Partner,26091.0,1.0,1.0,2014-02-25,84.0,15.0,10.0,19.0,8.0,17.0,20.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1
169,Graduation,Partner,33456.0,1.0,1.0,2014-04-21,58.0,7.0,3.0,10.0,8.0,1.0,7.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0
170,Graduation,Partner,28718.0,1.0,0.0,2013-07-13,78.0,12.0,4.0,6.0,11.0,8.0,16.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0
171,Graduation,Partner,50447.0,2.0,0.0,2014-04-21,4.0,85.0,7.0,24.0,2.0,3.0,27.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0
172,PhD,Partner,53537.0,1.0,1.0,2014-01-30,17.0,81.0,0.0,6.0,0.0,0.0,6.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0
173,Graduation,Single,52074.0,0.0,1.0,2014-04-04,77.0,59.0,0.0,12.0,0.0,0.0,48.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,0
174,PhD,Partner,80427.0,0.0,1.0,2012-09-12,56.0,1149.0,71.0,449.0,69.0,71.0,26.0,1.0,11.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0
175,PhD,Partner,83837.0,0.0,0.0,2012-12-16,79.0,847.0,66.0,119.0,86.0,89.0,111.0,1.0,9.0,10.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,76.0,1
176,PhD,Partner,38853.0,1.0,1.0,2014-05-23,90.0,29.0,0.0,14.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1
177,Graduation,Partner,38285.0,2.0,1.0,2014-06-24,96.0,2.0,0.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0
178,UnderGraduate,Partner,78497.0,0.0,0.0,2013-12-01,44.0,207.0,26.0,447.0,75.0,0.0,223.0,1.0,5.0,7.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,73.0,0
179,PhD,Partner,51650.0,0.0,1.0,2014-05-11,81.0,152.0,3.0,22.0,2.0,5.0,7.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1
180,UnderGraduate,Partner,16248.0,1.0,0.0,2014-05-10,77.0,12.0,11.0,10.0,3.0,12.0,9.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0
181,Master,Partner,66835.0,0.0,0.0,2013-09-28,21.0,620.0,26.0,195.0,34.0,17.0,141.0,1.0,6.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0
182,Master,Partner,30477.0,1.0,0.0,2014-01-22,16.0,47.0,1.0,6.0,0.0,0.0,12.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2
183,UnderGraduate,Partner,28249.0,0.0,0.0,2014-06-15,80.0,1.0,9.0,7.0,2.0,14.0,10.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0
184,Graduation,Partner,25271.0,1.0,0.0,2012-12-05,45.0,10.0,1.0,18.0,10.0,4.0,7.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0
185,PhD,Single,32303.0,0.0,1.0,2014-03-08,63.0,35.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0
186,Graduation,Partner,61286.0,0.0,1.0,2013-08-02,34.0,356.0,0.0,107.0,19.0,9.0,117.0,2.0,7.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0
187,Graduation,Partner,74068.0,0.0,0.0,2013-03-19,14.0,783.0,30.0,537.0,140.0,76.0,15.0,1.0,4.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2
188,PhD,Partner,45759.0,1.0,1.0,2013-02-23,13.0,42.0,1.0,18.0,3.0,0.0,4.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1
189,UnderGraduate,Partner,24882.0,1.0,0.0,2012-09-09,52.0,1.0,4.0,10.0,29.0,0.0,36.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,0
190,PhD,Partner,66973.0,0.0,0.0,2013-05-17,98.0,466.0,22.0,432.0,147.0,113.0,102.0,1.0,8.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0
191,Graduation,Partner,38872.0,1.0,0.0,2013-05-30,93.0,23.0,3.0,21.0,3.0,19.0,22.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1
192,Graduation,Partner,51148.0,1.0,1.0,2013-02-18,38.0,235.0,6.0,45.0,8.0,9.0,12.0,4.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0
193,Graduation,Partner,31353.0,1.0,1.0,2013-12-29,24.0,10.0,0.0,10.0,3.0,1.0,7.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0
194,Master,Partner,69661.0,0.0,0.0,2014-05-13,80.0,656.0,16.0,106.0,32.0,16.0,8.0,1.0,7.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0
195,Graduation,Partner,80067.0,0.0,0.0,2013-09-19,82.0,519.0,17.0,813.0,27.0,173.0,51.0,1.0,4.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,70.0,0
196,Graduation,Partner,86718.0,0.0,0.0,2013-01-17,20.0,344.0,189.0,482.0,50.0,33.0,172.0,1.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,2
197,PhD,Single,46854.0,1.0,1.0,2014-03-31,81.0,96.0,1.0,79.0,7.0,1.0,79.0,6.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,1
198,Graduation,Single,69142.0,0.0,1.0,2014-06-29,50.0,448.0,4.0,34.0,6.0,4.0,39.0,3.0,8.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,72.0,1
199,Graduation,Single,75922.0,0.0,0.0,2013-12-09,60.0,265.0,138.0,553.0,224.0,23.0,92.0,1.0,4.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,2
200,Graduation,Single,63693.0,0.0,1.0,2013-10-14,63.0,587.0,43.0,337.0,42.0,87.0,54.0,3.0,11.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,2
201,PhD,Partner,102160.0,0.0,0.0,2012-11-02,54.0,763.0,29.0,138.0,76.0,176.0,58.0,0.0,7.0,9.0,10.0,0.0,1.0,1.0,1.0,0.0,1.0,47.0,1
202,PhD,Single,40637.0,1.0,1.0,2013-07-17,72.0,22.0,0.0,13.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1
203,Master,Single,18890.0,0.0,0.0,2012-11-10,5.0,6.0,4.0,1.0,7.0,2.0,15.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,40.0,1
204,Graduation,Partner,29604.0,1.0,0.0,2013-12-08,88.0,7.0,6.0,13.0,7.0,6.0,14.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,0
205,Master,Single,48721.0,1.0,1.0,2013-05-13,50.0,81.0,18.0,113.0,47.0,13.0,21.0,6.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0
206,Graduation,Partner,44794.0,0.0,1.0,2014-06-08,99.0,54.0,0.0,7.0,0.0,0.0,4.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0
207,Graduation,Single,64497.0,0.0,1.0,2012-09-10,17.0,1170.0,48.0,320.0,42.0,32.0,192.0,5.0,11.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,70.0,2
208,Graduation,Partner,46097.0,0.0,1.0,2013-03-31,11.0,72.0,24.0,68.0,65.0,4.0,8.0,5.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0
209,Graduation,Partner,77972.0,0.0,0.0,2014-03-18,18.0,613.0,22.0,319.0,33.0,102.0,12.0,1.0,4.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,2
210,PhD,Partner,44377.0,1.0,1.0,2012-10-05,70.0,224.0,0.0,30.0,0.0,0.0,10.0,8.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,2
211,Master,Partner,46014.0,1.0,1.0,2013-01-21,21.0,410.0,0.0,59.0,19.0,9.0,44.0,10.0,7.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1
212,Graduation,Partner,70951.0,0.0,0.0,2013-05-04,66.0,239.0,10.0,554.0,254.0,87.0,54.0,1.0,3.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,2
213,Graduation,Partner,41443.0,1.0,0.0,2014-04-01,79.0,171.0,7.0,171.0,25.0,19.0,89.0,6.0,8.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2
214,UnderGraduate,Single,52195.0,2.0,1.0,2014-05-12,2.0,12.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1
215,Master,Partner,83790.0,0.0,0.0,2013-11-15,81.0,1076.0,16.0,417.0,42.0,48.0,16.0,1.0,8.0,10.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,76.0,2
216,Master,Single,44551.0,0.0,1.0,2013-08-31,24.0,182.0,4.0,33.0,0.0,0.0,66.0,2.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0
217,Graduation,Partner,69508.0,1.0,0.0,2012-11-14,48.0,824.0,32.0,162.0,42.0,32.0,43.0,2.0,11.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1
218,UnderGraduate,Partner,45204.0,1.0,0.0,2014-04-11,93.0,30.0,11.0,25.0,29.0,1.0,18.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0
219,Graduation,Partner,72460.0,0.0,0.0,2013-11-14,56.0,377.0,10.0,540.0,80.0,30.0,10.0,1.0,3.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,2
220,PhD,Partner,77622.0,0.0,2.0,2014-04-14,3.0,520.0,7.0,154.0,19.0,0.0,14.0,2.0,6.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0
221,PhD,Partner,30732.0,1.0,0.0,2013-01-05,44.0,155.0,1.0,25.0,0.0,1.0,3.0,4.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1
222,Graduation,Single,63887.0,0.0,1.0,2012-09-08,38.0,897.0,23.0,207.0,15.0,11.0,92.0,5.0,9.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,2
223,Graduation,Partner,42011.0,1.0,0.0,2013-03-26,46.0,131.0,0.0,16.0,2.0,1.0,39.0,4.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0
224,Graduation,Partner,51369.0,0.0,1.0,2012-10-25,84.0,297.0,7.0,79.0,0.0,11.0,182.0,2.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2
225,Graduation,Single,51537.0,0.0,1.0,2012-12-09,27.0,787.0,20.0,204.0,0.0,0.0,92.0,3.0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0
226,PhD,Partner,79930.0,0.0,0.0,2012-08-08,72.0,792.0,86.0,740.0,67.0,51.0,17.0,1.0,3.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,2
227,PhD,Partner,34320.0,1.0,0.0,2014-02-16,66.0,4.0,1.0,9.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2
228,Graduation,Single,37070.0,1.0,1.0,2013-03-20,30.0,231.0,7.0,137.0,4.0,15.0,39.0,9.0,5.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0,1
229,UnderGraduate,Single,81975.0,0.0,1.0,2013-01-05,2.0,983.0,76.0,184.0,180.0,138.0,27.0,1.0,6.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,62.0,0
230,Graduation,Partner,38590.0,1.0,0.0,2013-05-15,65.0,3.0,1.0,8.0,4.0,3.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,2
231,Graduation,Single,15033.0,0.0,0.0,2014-04-16,37.0,0.0,4.0,5.0,6.0,0.0,4.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,1
232,PhD,Partner,62745.0,0.0,1.0,2013-03-23,89.0,562.0,21.0,464.0,28.0,10.0,32.0,3.0,7.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0
233,UnderGraduate,Partner,22212.0,1.0,0.0,2013-12-09,49.0,5.0,9.0,20.0,6.0,8.0,21.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0
234,Master,Partner,23661.0,1.0,0.0,2013-12-04,46.0,18.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,2
235,PhD,Single,79761.0,0.0,1.0,2013-10-04,32.0,415.0,5.0,124.0,15.0,35.0,11.0,1.0,5.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0
236,Graduation,Single,7500.0,1.0,0.0,2013-12-26,54.0,5.0,3.0,10.0,12.0,7.0,20.0,4.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0
237,Graduation,Single,73455.0,0.0,0.0,2013-10-28,98.0,901.0,61.0,757.0,186.0,163.0,20.0,1.0,6.0,5.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,2
238,Graduation,Partner,64961.0,0.0,1.0,2012-12-23,97.0,382.0,114.0,276.0,75.0,124.0,38.0,2.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0
239,Graduation,Single,22804.0,1.0,0.0,2013-07-31,75.0,14.0,1.0,7.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0
240,Graduation,Partner,73687.0,0.0,0.0,2013-11-28,8.0,559.0,153.0,503.0,218.0,13.0,181.0,1.0,3.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,34.0,1
241,Graduation,Partner,61074.0,0.0,1.0,2012-08-17,37.0,789.0,0.0,133.0,0.0,28.0,152.0,7.0,11.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1
242,PhD,Partner,31686.0,1.0,1.0,2014-06-05,31.0,11.0,0.0,5.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0
243,Graduation,Partner,80134.0,1.0,0.0,2013-05-20,40.0,1218.0,16.0,272.0,104.0,0.0,80.0,2.0,5.0,3.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,52.0,1
244,Graduation,Partner,75027.0,0.0,1.0,2013-01-09,74.0,925.0,64.0,179.0,133.0,12.0,77.0,2.0,9.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,2
245,PhD,Partner,67546.0,0.0,0.0,2012-08-31,90.0,864.0,134.0,768.0,150.0,38.0,172.0,1.0,4.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0
246,Master,Partner,65176.0,0.0,1.0,2012-10-29,57.0,960.0,28.0,183.0,220.0,70.0,70.0,4.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,2
247,Master,Single,31160.0,1.0,0.0,2013-09-16,59.0,16.0,3.0,25.0,6.0,1.0,13.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1
248,Graduation,Single,29938.0,1.0,0.0,2013-10-27,52.0,3.0,3.0,7.0,0.0,2.0,11.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1
249,Graduation,Single,102692.0,0.0,0.0,2013-04-05,5.0,168.0,148.0,444.0,32.0,172.0,148.0,1.0,6.0,9.0,13.0,0.0,1.0,1.0,1.0,1.0,1.0,50.0,1
250,UnderGraduate,Partner,26490.0,0.0,0.0,2012-09-22,92.0,45.0,47.0,52.0,21.0,20.0,25.0,2.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0
251,Graduation,Partner,75702.0,1.0,1.0,2012-08-29,77.0,650.0,28.0,353.0,45.0,42.0,30.0,5.0,4.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0
252,PhD,Single,30899.0,1.0,0.0,2012-10-13,35.0,24.0,0.0,8.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1
253,PhD,Partner,63342.0,0.0,1.0,2012-10-16,48.0,918.0,21.0,118.0,13.0,10.0,21.0,3.0,8.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,63.0,0
254,Graduation,Single,45989.0,0.0,1.0,2012-10-22,97.0,138.0,33.0,87.0,28.0,24.0,12.0,4.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,2
255,Graduation,Single,18701.0,1.0,1.0,2013-06-04,95.0,12.0,4.0,2.0,10.0,6.0,10.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0
256,PhD,Single,40737.0,2.0,1.0,2013-12-08,24.0,11.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,2
257,Graduation,Single,15287.0,1.0,0.0,2012-10-10,60.0,1.0,2.0,8.0,4.0,3.0,13.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,45.0,2
258,PhD,Single,69674.0,0.0,2.0,2013-05-22,46.0,554.0,41.0,215.0,11.0,0.0,24.0,3.0,10.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0
259,Master,Partner,44159.0,1.0,0.0,2014-06-17,85.0,167.0,2.0,62.0,24.0,13.0,7.0,4.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0
260,PhD,Partner,37717.0,1.0,0.0,2012-11-23,31.0,9.0,0.0,6.0,4.0,1.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0
261,Master,Partner,43776.0,1.0,1.0,2013-02-03,9.0,177.0,2.0,71.0,3.0,2.0,20.0,6.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,2
